time,flux
1711.362114345607,42069.117
1711.3635032292343,42120.984
1711.3648921130944,42120.836
1711.3662809967223,42087.66
1711.3676698805832,42055.652
1711.3690587642104,42067.797
1711.3704476480705,42035.387
1711.3718365316986,42120.695
1711.37322541556,42119.586
1711.374614299188,42090.965
1711.376003183048,42102.617
1711.3773920669087,42053.31
1711.3787809505366,42096.99
1711.3801698343968,42049.99
1711.381558718024,42065.34
1711.3829476018848,42056.586
1711.3843364857457,42038.984
1711.3857253693736,42053.453
1711.3871142532344,42066.527
1711.388503137095,42113.94
1711.3898920209558,42104.695
1711.3912809045833,42052.695
1711.3926697884433,42089.56
1711.394058672304,42045.527
1711.3954475561648,42092.69
1711.3968364397929,42094.402
1711.3982253236536,42050.6
1711.3996142075143,42057.266
1711.401003091375,42047.207
1711.4023919752353,42052.797
1711.4037808590954,42041.742
1711.4051697427233,42072.348
1711.406558626584,42042.266
1711.407947510444,42064.89
1711.409336394305,42041.543
1711.4107252781664,42064.51
1711.4121141620271,42058.348
1711.4135030458872,42085.57
1711.4148919297472,42075.746
1711.4162808136082,42041.945
1711.417669697469,42103.434
1711.419058581329,42063.44
1711.4204474651892,42066.598
1711.4218363490506,42044.176
1711.423225232912,42074.01
1711.424614116772,42043.32
1711.4260030006321,42067.715
1711.427391884493,42048.23
1711.4287807683538,42064.574
1711.4301696524467,42053.895
1711.4315585363067,42042.883
1711.4329474201677,42012.492
1711.434336304029,42035.406
1711.4357251878898,42053.234
1711.4371140717499,42057.01
1711.4385029558434,42063.016
1711.4398918397044,42117.48
1711.4412807235644,42086.875
1711.4426696074245,42051.04
1711.4440584912854,42066.016
1711.4454473753797,42036.164
1711.4468362592404,42014.703
1711.4482251431004,42009.22
1711.449614027194,42027.37
1711.4510029110547,42023.1
1711.452391794915,42024.2
1711.4537806790079,42048.996
1711.4551695628686,42089.043
1711.4565584467296,42023.11
1711.4579473308231,42036.94
1711.4593362146838,42017.707
1711.4607250987774,42065.664
1711.4621139826381,42058.164
1711.4635028664984,42016.332
1711.4648917505913,42042.85
1711.466280634452,42039.492
1711.4676695185456,42062.73
1711.4690584024056,42008.12
1711.4704472864994,42039.535
1711.4718361703608,42025.766
1711.4732250544544,42018.094
1711.4746139383146,42007.0
1711.4760028224075,41979.996
1711.477391706501,41997.363
1711.4787805903618,42047.895
1711.4801694744547,42041.332
1711.4815583583156,42016.79
1711.4829472424099,42030.19
1711.4843361265034,42045.613
1711.4857250103635,42000.914
1711.4871138944563,42067.29
1711.4885027785501,42012.79
1711.4898916624109,42026.6
1711.4912805465037,42045.133
1711.4926694305968,41998.465
1711.494058314691,42018.52
