time,flux
3802.9844713776456,
3802.985860402793,
3802.9872494279407,
3802.988638453089,
3802.9900274782376,
3802.991416503386,
3802.9928055285336,
3802.994194553681,
3802.995583578946,
3802.9969726040945,
3802.998361629243,
3802.9997506545074,
3803.001139679655,
3803.002528704803,
3803.0039177300678,
3803.005306755332,
3803.00669578048,
3803.008084805746,
3803.00947383101,
3803.010862856274,
3803.0122518815383,
3803.0136409066863,
3803.015029931951,
3803.0164189572156,
3803.017807982596,
3803.0191970078604,
3803.020586033126,
3803.0219750583906,
3803.023364083655,
3803.0247531090354,
3803.0261421342993,
3803.027531159564,
3803.0289201849455,
3803.0303092102104,
3803.0316982355907,
3803.033087260971,
3803.034476286236,
3803.0358653116173,
3803.0372543369986,
3803.03864336238,
3803.04003238776,
3803.0414214131406,
3803.042810438522,
3803.044199463903,
3803.045588489284,
3803.0469775146644,
3803.048366540045,
3803.0497555654265,
3803.051144590924,
3803.0525336163055,
3803.053922641803,
3803.0553116671836,
3803.056700692564,
3803.058089718061,
3803.0594787435584,
3803.0608677689406,
3803.062256794438,
3803.0636458199347,
3803.065034845432,
3803.0664238709296,
3803.0678128963104,
3803.0692019218077,
3803.0705909473045,
3803.0719799728013,
3803.0733689984163,
3803.0747580239135,
3803.076147049411,
3803.0775360749085,
3803.0789251004057,
3803.080314126019,
3803.081703151516,
3803.0830921771303,
3803.084481202628,
3803.085870228241,
3803.087259253738,
3803.088648279352,
3803.0900373049662,
3803.091426330464,
3803.092815356078,
3803.0942043816913,
3803.0955934073045,
3803.0969824329186,
3803.0983714585323,
3803.099760484146,
3803.10114950976,
3803.1025385353732,
3803.1039275609874,
3803.1053165866015,
3803.106705612332,
3803.1080946379457,
3803.109483663559,
3803.1108726892885,
3803.112261714902,
3803.1136507406336,
3803.1150397662473,
3803.1164287919773,
3803.1178178175905,
3803.119206843321,
3803.120595869051,
3803.1219848947812,
3803.1233739203954,
3803.124762946125,
3803.1261519718546,
3803.127540997585,
3803.128930023316,
3803.1303190490466,
3803.1317080747767,
3803.1330971005063,
3803.1344861263524,
3803.135875152083,
3803.1372641778134,
3803.13865320366,
3803.1400422293896,
3803.14143125512,
3803.142820280967,
3803.144209306697,
3803.145598332544,
3803.1469873582746,
3803.1483763841206,
3803.1497654099667,
3803.151154435813,
3803.1525434615432,
3803.153932487391,
3803.155321513237,
3803.156710539083,
3803.15809956493,
3803.159488590777,
3803.1608776166236,
3803.16226664247,
3803.163655668316,
3803.1650446942785,
3803.1664337201264,
3803.1678227459734,
3803.1692117718203,
3803.1706007977828,
3803.171989823629,
3803.1733788495917,
3803.174767875438,
3803.1761569014016,
3803.1775459272485,
3803.178934953211,
3803.180323979057,
3803.1817130050213,
3803.183102030984,
3803.184491056947,
3803.1858800829095,
3803.1872691087556,
3803.188658134719,
3803.1900471606823,
3803.1914361866457,
3803.192825212609,
3803.194214238572,
3803.1956032645344,
3803.1969922906137,
3803.198381316577,
3803.1997703425404,
3803.2011593686198,
3803.202548394582,
3803.203937420545,
3803.205326446625,
3803.2067154725883,
3803.208104498668,
3803.2094935246305,
3803.2108825507094,
3803.2122715766727,
3803.213660602752,
3803.2150496288314,
3803.216438654911,
3803.217827680874,
3803.219216706953,
3803.2206057330322,
3803.221994759113,
3803.2233837851923,
3803.224772811271,
3803.22616183735,
3803.2275508634293,
3803.228939889509,
3803.230328915589,
3803.231717941785,
3803.233106967864,
3803.2344959939437,
3803.235885020023,
3803.2372740462188,
3803.2386630722986,
3803.240052098494,
3803.2414411245727,
3803.242830150769,
3803.2442191768487,
3803.245608203045,
3803.2469972291246,
3803.24838625532,
3803.249775281515,
3803.2511643077114,
3803.252553333791,
3803.2539423599874,
3803.2553313861827,
3803.256720412378,
3803.258109438574,
3803.25949846477,
3803.2608874909656,
3803.2622765171627,
3803.263665543358,
3803.2650545695533,
3803.2664435957495,
3803.267832622062,
3803.269221648258,
3803.270610674453,
3803.2719997006484,
3803.2733887269605,
3803.2747777531577,
3803.27616677947,
3803.2775558056655,
3803.2789448319777,
3803.2803338581734,
3803.2817228844856,
3803.2831119106813,
3803.284500936994,
3803.2858899633056,
3803.287278989502,
3803.288668015814,
3803.290057042126,
3803.2914460684387,
3803.2928350947514,
3803.294224121063,
3803.2956131473748,
3803.2970021736874,
3803.2983912,
3803.299780226196,16599.74
3803.301169252625,16601.473
3803.302558278937,16606.486
3803.3039473052486,16636.432
3803.305336331561,16603.822
3803.306725357874,16649.164
3803.308114384303,16627.889
3803.3095034106145,16646.232
3803.310892436926,16610.324
3803.312281463355,16663.36
3803.313670489667,16623.303
3803.3150595159805,16606.016
3803.3164485424095,16621.877
3803.317837568721,16661.256
3803.3192265951493,16626.52
3803.320615621462,16640.62
3803.3220046478905,16618.898
3803.323393674319,16652.043
3803.3247827006307,16624.9
3803.326171727059,16641.275
3803.327560753489,16640.193
3803.3289497799174,16631.115
3803.33033880623,16616.102
3803.331727832659,16656.623
3803.333116859087,16610.742
3803.3345058855152,16621.975
3803.335894911944,16654.217
3803.337283938373,16661.559
3803.338672964802,16657.885
3803.3400619912304,16603.68
3803.3414510176585,16657.254
3803.3428400440876,16628.555
3803.3442290705166,16591.29
3803.3456180970616,16602.89
3803.3470071234906,16624.344
3803.3483961499187,16598.16
3803.349785176347,16602.178
3803.351174202776,16603.756
3803.352563229321,16594.273
3803.3539522557494,16544.184
3803.3553412821784,16586.875
3803.3567303087234,16560.945
3803.358119335152,16563.95
3803.3595083616974,16600.824
3803.3608973881264,16599.162
3803.3622864146714,16574.39
3803.363675441216,16584.35
3803.365064467644,16546.346
3803.366453494189,16561.227
3803.367842520619,16572.756
3803.3692315471644,16568.838
3803.370620573709,16544.09
3803.3720096002535,16587.674
3803.3733986266825,16572.37
3803.3747876532275,16564.867
3803.3761766797725,16565.934
3803.377565706318,16580.805
3803.3789547328624,16552.541
3803.380343759408,16556.549
3803.3817327859533,16599.377
3803.3831218124988,16574.54
3803.3845108390437,16556.393
3803.3858998655883,16559.113
3803.387288892133,16567.623
3803.388677918678,16562.404
3803.390066945223,16566.525
3803.391455971885,16560.459
3803.392844998431,16532.758
3803.394234024976,16539.291
3803.3956230515205,16545.59
3803.3970120780655,16556.71
3803.398401104727,16587.488
3803.3997901312723,16526.133
3803.4011791579333,16583.402
3803.402568184478,16566.549
3803.403957211023,16569.803
3803.405346237685,16540.94
3803.4067352642305,16566.54
3803.4081242908924,16533.771
3803.4095133175533,16547.434
3803.410902344098,16554.598
3803.4122913707597,16576.328
3803.413680397305,16544.63
3803.4150694239665,16548.67
3803.4164584506275,16551.85
3803.4178474771725,16579.678
3803.4192365038343,16562.123
3803.420625530496,16584.662
3803.422014557158,16569.75
3803.42340358382,16582.592
3803.4247926103644,16567.705
3803.4261816370254,16534.92
3803.4275706636868,16564.135
3803.428959690348,16538.385
3803.43034871701,16527.914
3803.4317377436714,16541.805
3803.433126770333,16532.578
3803.4345157969947,16550.04
3803.4359048236565,16539.582
3803.437293850318,16568.166
3803.4386828769793,16562.377
3803.4400719037567,16577.732
3803.4414609304176,16567.955
3803.4428499570795,16570.66
3803.4442389837413,16526.045
3803.445628010403,16556.594
3803.4470170371806,16550.32
3803.4484060638424,16536.697
3803.449795090504,16555.64
3803.4511841172816,16533.668
3803.4525731439435,16576.09
3803.4539621707218,16552.852
3803.4553511973827,16557.898
3803.4567402240436,16544.8
3803.458129250822,16548.355
3803.4595182774838,16541.81
3803.460907304262,16536.045
3803.4622963310394,16532.838
3803.4636853577003,16540.754
3803.4650743844786,16548.72
3803.4664634111405,16510.227
3803.4678524379187,16593.018
3803.469241464697,16562.668
3803.470630491358,16587.494
3803.4720195181353,16563.441
