time,flux
2201.738369213893,7512.559
2201.7411470472402,7523.6304
2201.742535963914,7515.1016
2201.7439248805877,7522.2656
2201.7453137977272,7522.84
2201.746702714401,7530.62
2201.748091631074,7509.2935
2201.7494805477486,7512.9873
2201.7508694644234,7527.149
2201.7522583810974,7522.6973
2201.7536472977713,7553.0693
2201.7550362144457,7528.5083
2201.7564251311187,7516.1934
2201.7578140477926,7500.06
2201.7592029644666,7535.545
2201.7605918811405,7516.74
2201.7619807978144,7501.769
2201.7633697144884,7537.2686
2201.7647586311614,7552.643
2201.7661475478358,7544.9224
2201.7675364645097,7533.8
2201.768925381183,7530.583
2201.770314297857,7527.647
2201.7717032140654,7547.6475
2201.773092130739,7532.2886
2201.774481047413,7533.9346
2201.775869964087,7533.671
2201.77725888076,7528.0703
2201.778647797434,7523.8433
2201.780036714108,7532.8745
2201.781425630782,7531.1
2201.782814547455,7531.7754
2201.7842034636633,7523.058
2201.785592380337,7550.8936
2201.7869812970107,7528.0034
2201.7883702136846,7541.095
2201.789759130359,7542.4214
2201.7911480465673,7517.498
2201.792536963242,7538.097
2201.793925879916,7524.2466
2201.795314796589,7556.4893
2201.796703712798,7536.25
2201.7980926294717,7518.5986
2201.799481546145,7553.521
2201.800870462819,7547.4717
2201.8022593790274,7531.8306
2201.8036482957004,7547.3164
2201.805037212375,7533.403
2201.8064261285836,7509.3726
2201.8078150452566,7543.3257
2201.8092039619305,7520.3237
2201.810592878139,7522.982
2201.8119817948123,7528.927
2201.813370711486,7523.39
2201.814759627695,7519.3403
2201.816148544368,7538.0273
2201.817537460576,7507.1216
2201.81892637725,7509.731
2201.820315293924,7520.8145
2201.8217042101323,7539.964
2201.8230931268063,7525.887
2201.8244820430136,7542.34
2201.825870959688,7505.711
2201.8272598758963,7527.4575
2201.8286487925698,7528.4014
2201.830037708778,7533.575
2201.831426625453,7532.6626
2201.832815541661,7543.572
2201.834204458334,7544.276
2201.835593374543,7520.0054
2201.8369822912173,7544.9126
2201.8383712074246,7526.007
2201.8397601240986,7495.6387
2201.841149040307,7523.326
2201.8425379565147,7527.5327
2201.8439268731886,7520.928
2201.8453157893973,7522.7983
2201.8467047060703,7543.1084
2201.8480936222786,7523.6274
2201.849482538487,7519.205
2201.850871455161,7553.614
2201.852260371369,7518.8906
2201.8536492875774,7542.065
2201.8550382042504,7537.966
2201.856427120459,7529.1357
2201.8578160366674,7506.1157
2201.859204953341,7539.432
2201.860593869549,7533.133
2201.8619827857574,7516.843
2201.863371701965,7545.8203
2201.864760618639,7545.039
2201.866149534848,7523.291
2201.867538451055,7526.033
2201.8689273672635,7533.939
2201.8703162834727,7539.5625
2201.8717052001466,7516.911
2201.873094116355,7564.625
2201.874483032563,7518.8843
2201.8758719487714,7518.4863
2201.8772608649797,7520.157
2201.878649781188,7516.4844
2201.880038697861,7520.733
2201.8814276140693,7561.7925
2201.8828165302775,7527.4287
2201.884205446486,7555.7188
2201.885594362693,7521.4087
2201.886983278902,7548.6646
2201.88837219511,7540.263
2201.889761111318,7521.5312
2201.8911500275262,7544.527
2201.8925389437345,7517.701
2201.893927859942,7538.0967
2201.8953167761506,7550.468
2201.8967056923593,7521.1313
2201.8980946085667,7551.412
2201.899483524775,7519.705
2201.900872440983,7535.441
2201.902261357191,7508.85
2201.9036502733993,7511.3604
2201.905039189608,7527.6826
2201.9064281058154,7532.5444
2201.9078170220237,7519.73
2201.909205938233,7513.3096
2201.9105948539755,7521.7437
2201.911983770184,7527.9946
2201.9133726863924,7511.719
2201.9147616026003,7527.7324
2201.9161505188085,7529.598
2201.917539435017,7498.4463
2201.918928351224,7508.5273
2201.9203172669672,7515.043
2201.921706183176,7535.224
2201.9230950993833,7504.0938
2201.9244840155916,7515.419
2201.925872931334,7524.682
2201.9272618475425,7517.576
2201.9286507637507,7502.034
2201.930039679959,7529.6304
2201.9314285957007,7537.849
2201.9328175119085,7519.13
