time,flux
1625.7886638494574,
1625.790052766627,
1625.7997751854145,
1625.8011641025832,
1625.812275439007,
1625.8136643557107,
1625.81505327288,
1625.8164421900487,
1625.8178311067522,
1625.8192200239223,
1625.821997857795,
1625.8233867749636,
1625.8247756921328,
1625.8261646093029,
1625.8275535260068,
1625.8289424431755,
1625.8303313603446,
1625.8317202775138,
1625.8331091942182,
1625.8344981113878,
1625.8358870285565,
1625.8372759457257,
1625.8386648624296,
1625.8400537795983,
1625.8414426967674,
1625.8428316139375,
1625.844220531107,
1625.84560944781,
1625.8469983649784,
1625.8483872821485,
1625.8497761993185,
1625.8511651164872,
1625.8525540331902,
1625.8539429503599,
1625.855331867529,
1625.8567207846986,
1625.8581097018678,
1625.8594986185717,
1625.8608875357409,
1625.8622764529096,
1625.8636653700787,
1625.8650542872488,
1625.8664432044184,
1625.8678321211214,
1625.86922103829,
1625.8706099554593,
1625.8719988726293,
1625.8733877897994,
1625.874776706968,
1625.8761656241368,
1625.8775545413064,
1625.8789434580108,
1625.8817212923486,
1625.8831102095178,
1625.8844991266874,
1625.885888043856,
1625.8872769610252,
1625.8886658781953,
1625.890054795365,
1625.891443712068,
1625.8928326292366,
1625.8942215464067,
1625.8956104635768,
1625.8969993807452,
1625.8997772150833,
1625.902555049422,
1625.9039439665912,
1625.9053328837608,
1625.90672180093,
1625.9081107180996,
1625.9094996352687,
1625.9108885524383,
1625.9122774696075,
1625.9136663863114,
1625.91505530348,
1625.9164442206484,
1625.9178331378184,
1625.9192220549885,
1625.9206109721572,
1625.921999889326,
1625.9233888064955,
1625.9247777236656,
1625.9261666408347,
1625.9275555580034,
1625.928944475173,
1625.9303333923422,
1625.9317223095109,
1625.93311122668,
1625.9622784881662,
1625.9636674053363,
1625.9650563225061,
1625.9664452396746,
1625.9678341568433,
1625.969223074013,
1625.970611991182,
1625.9720009083517,
1625.9733898255208,
1625.974778743156,
1625.9761676603252,
1625.977556577494,
1625.9789454946635,
1625.9803344118336,
1625.9817233290028,
1625.983112246172,
1625.9845011638063,
1625.985890080975,
1625.987278998145,
1625.988667915315,
1625.9900568324838,
1625.9914457496525,
1625.9928346672878,
1625.9942235844578,
1625.995612501627,
1625.9970014187957,
1625.998390335965,
1625.9997792531344,
1626.0011681707688,
1626.002557087938,
1626.003946005108,
1626.0053349222776,
1626.0067238394463,
1626.0081127570807,
1626.0095016742507,
1626.0108905914208,
1626.0122795085895,
1626.0136684262238,
1626.015057343393,
1626.0164462605621,
1626.0178351777322,
1626.0192240949018,
1626.0206130125362,
1626.0220019297053,
1626.023390846875,
1626.024779764044,
1626.0261686816793,
1626.0275575988485,
1626.028946516018,
1626.0303354331868,
1626.031724350821,
1626.0331132679908,
1626.0345021851608,
1626.0358911027952,
1626.0372800199639,
1626.0386689371335,
1626.0400578543035,
1626.0414467719384,
1626.042835689107,
1626.0442246062767,
1626.0456135239115,
1626.0470024410802,
