time,flux
2910.282323843786,
2910.2837127488033,
2910.2851016538198,
2910.2864905588362,
2910.2878794638536,
2910.2892683684054,
2910.2906572734223,
2910.2920461784383,
2910.293435083456,
2910.294823988473,
2910.2976017985075,
2910.298990703525,
2910.3003796085413,
2910.301768513558,
2910.303157418575,
2910.3045463235926,
2910.3059352286095,
2910.3073241336256,
2910.3087130386425,
2910.3101019436594,
2910.3114908486755,
2910.3128797536924,
2910.3142686591755,
2910.315657564193,
2910.3170464692093,
2910.319824279709,
2910.3212131847263,
2910.322602089743,
2910.325379900243,
2910.3267688052597,
2910.3281577107423,
2910.329546615759,
2910.330935520777,
2910.3323244262588,
2910.3337133312757,
2910.3351022367588,
2910.336491142242,
2910.3378800472583,
2910.3392689527404,
2910.3406578577583,
2910.342046763241,
2910.343435668258,
2910.3448245737404,
2910.346213479223,
2910.347602384239,
2910.348991289721,
2910.3503801952043,
2910.351769100687,
2910.353158005704,
2910.3545469111864,
2910.355935816669,
2910.357324722152,
2910.358713627634,
2910.360102533117,
2910.3614914385994,
2910.3628803436172,
2910.364269249099,
2910.3656581545815,
2910.3670470600646,
2910.3684359655476,
2910.36982487103,
2910.3712137769785,
2910.372602682461,
2910.3739915879437,
2910.3753804934263,
2910.376769398909,
2910.378158304392,
2910.379547209874,
2910.3809361153567,
2910.3823250213045,
2910.3837139267866,
2910.3851028322692,
2910.3864917382175,
2910.3878806437,
2910.389269549183,
2910.390658455131,
2910.392047360614,
2910.393436266097,
2910.3948251720453,
2910.396214077527,
2910.397602983476,
2910.398991888959,
2910.400380794907,
2910.401769700389,
2910.403158606338,
2910.4045475118205,
2910.4059364177688,
2910.407325323717,
2910.4087142291996,
2910.4101031351483,
2910.411492041096,
2910.4128809465788,
2910.414269852527,
2910.415658758476,
2910.4170476644235,
2910.418436570372,
2910.4198254758544,
2910.4212143818017,
2910.42260328775,
2910.4239921936987,
2910.4253810996474,
2910.4267700055952,
2910.428158911543,
2910.429547817492,
2910.4309367234405,
2910.4323256293887,
2910.4337145353365,
2910.4351034412853,
2910.4364923472335,
2910.437881253182,
2910.4392701591305,
2910.440659065079,
2910.4420479714927,
2910.4434368774405,
2910.444825783389,
2910.446214689338,
2910.447603595752,
2910.448992501699,
2910.4503814076484,
2910.4517703140623,
